Date,CBA_South,CBA_North,Msquid_N,Herring,Anch,Sard,Year.of.Observation,Month.of.Observation
1/1/03,0.015843982,-0.35752916,0.554979,0.547059,0.208543,0.393889,2003,JAN
2/1/03,0.05484236,-0.44544688,0.554979,0.547059,0.208543,0.393889,2003,FEB
3/1/03,0.6397739,0.25859803,0.554979,0.547059,0.208543,0.393889,2003,MAR
4/1/03,0.41464236,0.17993824,0.554979,0.547059,0.208543,0.393889,2003,APR
5/1/03,0.36278605,-0.42394167,0.554979,0.547059,0.208543,0.393889,2003,MAY
6/1/03,0.045731205,0.32258397,0.554979,0.547059,0.208543,0.393889,2003,JUN
7/1/03,0.14504628,0.041762684,0.554979,0.547059,0.208543,0.393889,2003,JUL
8/1/03,-0.048141204,-0.16245294,0.554979,0.547059,0.208543,0.393889,2003,AUG
9/1/03,-0.06139888,-0.43742883,0.554979,0.547059,0.208543,0.393889,2003,SEP
10/1/03,0.18251559,-0.08092176,0.554979,0.547059,0.208543,0.393889,2003,OCT
11/1/03,-0.16206451,-0.14368148,0.554979,0.547059,0.208543,0.393889,2003,NOV
1/1/04,0.124510646,-0.9306125,0.306804,0.12362,1.19523,1.42007,2004,JAN
2/1/04,0.19251274,-0.4048913,0.306804,0.12362,1.19523,1.42007,2004,FEB
3/1/04,0.3426517,-0.4535353,0.306804,0.12362,1.19523,1.42007,2004,MAR
4/1/04,0.3780609,0.28318268,0.306804,0.12362,1.19523,1.42007,2004,APR
5/1/04,0.22641662,0.5472583,0.306804,0.12362,1.19523,1.42007,2004,MAY
6/1/04,0.2503951,0.40230897,0.306804,0.12362,1.19523,1.42007,2004,JUN
7/1/04,0.10502036,-0.10970398,0.306804,0.12362,1.19523,1.42007,2004,JUL
8/1/04,0.24839768,-0.011452932,0.306804,0.12362,1.19523,1.42007,2004,AUG
9/1/04,0.18603538,-0.5586177,0.306804,0.12362,1.19523,1.42007,2004,SEP
10/1/04,0.10491559,-0.6377384,0.306804,0.12362,1.19523,1.42007,2004,OCT
11/1/04,0.16705216,-0.16909815,0.306804,0.12362,1.19523,1.42007,2004,NOV
12/1/04,-0.03409889,-0.30037335,0.306804,0.12362,1.19523,1.42007,2004,DEC
1/1/05,0.3868884,-0.5091958,0.124197,0.0738636,0.893062,0.237365,2005,JAN
2/1/05,0.46488497,-0.458408,0.124197,0.0738636,0.893062,0.237365,2005,FEB
3/1/05,0.30000725,-0.7374353,0.124197,0.0738636,0.893062,0.237365,2005,MAR
4/1/05,0.6402609,-0.8206173,0.124197,0.0738636,0.893062,0.237365,2005,APR
5/1/05,0.64764714,-1.1962917,0.124197,0.0738636,0.893062,0.237365,2005,MAY
6/1/05,0.642496,-1.5352439,0.124197,0.0738636,0.893062,0.237365,2005,JUN
7/1/05,0.6054796,-1.1302207,0.124197,0.0738636,0.893062,0.237365,2005,JUL
8/1/05,0.5448699,-0.2004696,0.124197,0.0738636,0.893062,0.237365,2005,AUG
9/1/05,0.28880852,-0.1648066,0.124197,0.0738636,0.893062,0.237365,2005,SEP
10/1/05,0.37764892,0.053694908,0.124197,0.0738636,0.893062,0.237365,2005,OCT
11/1/05,0.13082439,-0.06798148,0.124197,0.0738636,0.893062,0.237365,2005,NOV
12/1/05,0.121634446,0.43519333,0.124197,0.0738636,0.893062,0.237365,2005,DEC
1/1/06,NA,NA,0.309274,0.0235695,0.124759,0.208015,2006,JAN
2/1/06,-0.06634282,0.092275344,0.309274,0.0235695,0.124759,0.208015,2006,FEB
3/1/06,0.1648517,0.08759804,0.309274,0.0235695,0.124759,0.208015,2006,MAR
4/1/06,-0.020957625,-0.40151733,0.309274,0.0235695,0.124759,0.208015,2006,APR
5/1/06,-0.011294496,-0.62506664,0.309274,0.0235695,0.124759,0.208015,2006,MAY
6/1/06,0.17285231,0.18012063,0.309274,0.0235695,0.124759,0.208015,2006,JUN
7/1/06,0.04616295,0.17119601,0.309274,0.0235695,0.124759,0.208015,2006,JUL
8/1/06,0.036378242,-0.12650293,0.309274,0.0235695,0.124759,0.208015,2006,AUG
9/1/06,0.110138156,0.35584894,0.309274,0.0235695,0.124759,0.208015,2006,SEP
10/1/06,-0.110523306,0.04267824,0.309274,0.0235695,0.124759,0.208015,2006,OCT
11/1/06,0.6212466,-0.23804815,0.309274,0.0235695,0.124759,0.208015,2006,NOV
12/1/06,0.040145557,-0.25717333,0.309274,0.0235695,0.124759,0.208015,2006,DEC
1/1/07,-0.001061574,0.15897083,0.0719958,0.161659,0.285407,0.0882064,2007,JAN
2/1/07,-0.06358727,0.5210087,0.0719958,0.161659,0.285407,0.0882064,2007,FEB
3/1/07,-0.15655942,-0.25452697,0.0719958,0.161659,0.285407,0.0882064,2007,MAR
4/1/07,-0.316228,0.19578268,0.0719958,0.161659,0.285407,0.0882064,2007,APR
5/1/07,-0.2620769,0.11040278,0.0719958,0.161659,0.285407,0.0882064,2007,MAY
6/1/07,-0.15863824,0.31537563,0.0719958,0.161659,0.285407,0.0882064,2007,JUN
7/1/07,-0.1244389,0.13714047,0.0719958,0.161659,0.285407,0.0882064,2007,JUL
8/1/07,0.00027,0.034647066,0.0719958,0.161659,0.285407,0.0882064,2007,AUG
9/1/07,0.19364926,0.08294895,0.0719958,0.161659,0.285407,0.0882064,2007,SEP
10/1/07,0.019554475,-0.2567051,0.0719958,0.161659,0.285407,0.0882064,2007,OCT
11/1/07,-0.31537005,-0.13489814,0.0719958,0.161659,0.285407,0.0882064,2007,NOV
12/1/07,-0.49321,0.17636,0.0719958,0.161659,0.285407,0.0882064,2007,DEC
1/1/08,NA,NA,0.0419517,0.200486,0.126399,0.057719,2008,JAN
2/1/08,-0.24509282,0.09707535,0.0419517,0.200486,0.126399,0.057719,2008,FEB
3/1/08,-0.47198164,0.5498314,0.0419517,0.200486,0.126399,0.057719,2008,MAR
4/1/08,-0.27467245,0.68869936,0.0419517,0.200486,0.126399,0.057719,2008,APR
5/1/08,-0.28076673,0.5636167,0.0419517,0.200486,0.126399,0.057719,2008,MAY
6/1/08,-0.24245213,0.28202286,0.0419517,0.200486,0.126399,0.057719,2008,JUN
7/1/08,-0.21425371,0.29765436,0.0419517,0.200486,0.126399,0.057719,2008,JUL
8/1/08,-0.21075602,0.21896929,0.0419517,0.200486,0.126399,0.057719,2008,AUG
9/1/08,-0.22064333,-0.07876216,0.0419517,0.200486,0.126399,0.057719,2008,SEP
10/1/08,-0.17875941,0.36873657,0.0419517,0.200486,0.126399,0.057719,2008,OCT
11/1/08,-0.066586725,0.18053518,0.0419517,0.200486,0.126399,0.057719,2008,NOV
12/1/08,0.19353445,0.11592667,0.0419517,0.200486,0.126399,0.057719,2008,DEC
1/1/09,-0.29455045,0.7900208,0.00938998,0.138635,0.329128,0.287237,2009,JAN
2/1/09,-0.18166505,0.33072534,0.00938998,0.138635,0.329128,0.287237,2009,FEB
3/1/09,-0.43533164,-0.13501863,0.00938998,0.138635,0.329128,0.287237,2009,MAR
4/1/09,-0.38218355,0.53124934,0.00938998,0.138635,0.329128,0.287237,2009,APR
5/1/09,-0.29684356,0.62150276,0.00938998,0.138635,0.329128,0.287237,2009,MAY
6/1/09,-0.17485954,0.12787841,0.00938998,0.138635,0.329128,0.287237,2009,JUN
7/1/09,-0.19574817,0.11169602,0.00938998,0.138635,0.329128,0.287237,2009,JUL
8/1/09,-0.1348801,0.20311373,0.00938998,0.138635,0.329128,0.287237,2009,AUG
9/1/09,-0.12686184,-0.30285105,0.00938998,0.138635,0.329128,0.287237,2009,SEP
10/1/09,-0.2724622,-0.28257176,0.00938998,0.138635,0.329128,0.287237,2009,OCT
11/1/09,-0.2739534,-0.07613148,0.00938998,0.138635,0.329128,0.287237,2009,NOV
12/1/09,-0.07969333,0.20312667,0.00938998,0.138635,0.329128,0.287237,2009,DEC
1/1/10,NA,NA,0.133465,0.115225,0.328019,0.0955842,2010,JAN
2/1/10,0.4008683,-0.66334134,0.133465,0.115225,0.328019,0.0955842,2010,FEB
3/1/10,0.2391739,0.037531372,0.133465,0.115225,0.328019,0.0955842,2010,MAR
4/1/10,0.33103868,-0.79605067,0.133465,0.115225,0.328019,0.0955842,2010,APR
5/1/10,0.54334164,-0.18355277,0.133465,0.115225,0.328019,0.0955842,2010,MAY
6/1/10,0.33867565,0.22350064,0.133465,0.115225,0.328019,0.0955842,2010,JUN
7/1/10,0.09946018,0.24603769,0.133465,0.115225,0.328019,0.0955842,2010,JUL
8/1/10,0.04281065,0.29550263,0.133465,0.115225,0.328019,0.0955842,2010,AUG
9/1/10,0.007229825,0.23259895,0.133465,0.115225,0.328019,0.0955842,2010,SEP
10/1/10,0.1355267,0.44057825,0.133465,0.115225,0.328019,0.0955842,2010,OCT
11/1/10,-0.2110645,0.033368517,0.133465,0.115225,0.328019,0.0955842,2010,NOV
1/1/11,-0.08677269,0.13725416,0.234891,0.0312171,0.194404,0.202989,2011,JAN
2/1/11,0.033618286,0.5042753,0.234891,0.0312171,0.194404,0.202989,2011,FEB
3/1/11,-0.38765943,1.0504647,0.234891,0.0312171,0.194404,0.202989,2011,MAR
4/1/11,-0.24568911,0.7271327,0.234891,0.0312171,0.194404,0.202989,2011,APR
5/1/11,-0.056186162,0.848925,0.234891,0.0312171,0.194404,0.202989,2011,MAY
6/1/11,-0.19728176,0.35330063,0.234891,0.0312171,0.194404,0.202989,2011,JUN
7/1/11,-0.08626483,0.48614603,0.234891,0.0312171,0.194404,0.202989,2011,JUL
8/1/11,-0.18514676,-0.0193196,0.234891,0.0312171,0.194404,0.202989,2011,AUG
9/1/11,-0.18072183,0.5062289,0.234891,0.0312171,0.194404,0.202989,2011,SEP
10/1/11,0.04056003,0.037511572,0.234891,0.0312171,0.194404,0.202989,2011,OCT
11/1/11,0.13765772,-0.006414815,0.234891,0.0312171,0.194404,0.202989,2011,NOV
12/1/11,-0.12583221,0.28512666,0.234891,0.0312171,0.194404,0.202989,2011,DEC
1/1/12,-0.002300463,0.9918708,0.263308,0.0227416,0.150633,0.0521102,2012,JAN
2/1/12,-0.0363206,1.014542,0.263308,0.0227416,0.150633,0.0521102,2012,FEB
3/1/12,-0.09529831,0.94226474,0.263308,0.0227416,0.150633,0.0521102,2012,MAR
4/1/12,0.10566089,0.022732679,0.263308,0.0227416,0.150633,0.0521102,2012,APR
5/1/12,-0.19313616,0.348425,0.263308,0.0227416,0.150633,0.0521102,2012,MAY
6/1/12,-0.19906694,0.5314562,0.263308,0.0227416,0.150633,0.0521102,2012,JUN
7/1/12,-0.15865742,0.4745738,0.263308,0.0227416,0.150633,0.0521102,2012,JUL
8/1/12,-0.18513009,0.46974707,0.263308,0.0227416,0.150633,0.0521102,2012,AUG
9/1/12,-0.19288406,0.14492673,0.263308,0.0227416,0.150633,0.0521102,2012,SEP
10/1/12,-0.16333441,-0.18908842,0.263308,0.0227416,0.150633,0.0521102,2012,OCT
11/1/12,0.29016328,-0.34003147,0.263308,0.0227416,0.150633,0.0521102,2012,NOV
12/1/12,0.19657889,-0.15317333,0.263308,0.0227416,0.150633,0.0521102,2012,DEC
1/1/13,0.20405509,0.1300375,0.168133,0.156574,0.119698,0.0544134,2013,JAN
2/1/13,-0.14146505,0.17180867,0.168133,0.156574,0.119698,0.0544134,2013,FEB
3/1/13,0.07114891,0.7242397,0.168133,0.156574,0.119698,0.0544134,2013,MAR
4/1/13,-0.2253354,0.779916,0.168133,0.156574,0.119698,0.0544134,2013,APR
5/1/13,-0.3075528,0.744825,0.168133,0.156574,0.119698,0.0544134,2013,MAY
6/1/13,-0.1836225,0.46141174,0.168133,0.156574,0.119698,0.0544134,2013,JUN
7/1/13,-0.1513315,-0.08110398,0.168133,0.156574,0.119698,0.0544134,2013,JUL
8/1/13,-0.24445231,0.28051373,0.168133,0.156574,0.119698,0.0544134,2013,AUG
9/1/13,-0.12317851,-0.033634383,0.168133,0.156574,0.119698,0.0544134,2013,SEP
10/1/13,0.17976002,-0.15348843,0.168133,0.156574,0.119698,0.0544134,2013,OCT
11/1/13,-0.15217562,0.22265185,0.168133,0.156574,0.119698,0.0544134,2013,NOV
12/1/13,0.17200111,-0.12054,0.168133,0.156574,0.119698,0.0544134,2013,DEC
1/1/14,-0.65610045,0.2440375,0.608195,0.359861,0.059999,0.00933975,2014,JAN
2/1/14,-0.4038095,0.55032533,0.608195,0.359861,0.059999,0.00933975,2014,FEB
3/1/14,-0.36348164,0.81229806,0.608195,0.359861,0.059999,0.00933975,2014,MAR
4/1/14,-0.29551134,0.34304935,0.608195,0.359861,0.059999,0.00933975,2014,APR
5/1/14,0.0976805,0.60634166,0.608195,0.359861,0.059999,0.00933975,2014,MAY
6/1/14,-0.17420769,0.12530063,0.608195,0.359861,0.059999,0.00933975,2014,JUN
7/1/14,-0.103692606,0.24884602,0.608195,0.359861,0.059999,0.00933975,2014,JUL
8/1/14,-0.100580096,0.2537304,0.608195,0.359861,0.059999,0.00933975,2014,AUG
9/1/14,0.19031964,0.063304506,0.608195,0.359861,0.059999,0.00933975,2014,SEP
10/1/14,0.6234767,-0.6363218,0.608195,0.359861,0.059999,0.00933975,2014,OCT
11/1/14,0.32101327,-1.0650648,0.608195,0.359861,0.059999,0.00933975,2014,NOV
12/1/14,0.09150111,-0.62050664,0.608195,0.359861,0.059999,0.00933975,2014,DEC
1/1/15,0.040758796,-0.5389847,0.544955,0.0921354,0.0154068,0.00302598,2015,JAN
2/1/15,0.2005294,-0.83999133,0.544955,0.0921354,0.0154068,0.00302598,2015,FEB
3/1/15,0.41234612,-0.731752,0.544955,0.0921354,0.0154068,0.00302598,2015,MAR
4/1/15,0.5910998,-1.130984,0.544955,0.0921354,0.0154068,0.00302598,2015,APR
5/1/15,0.36356384,-0.17110834,0.544955,0.0921354,0.0154068,0.00302598,2015,MAY
6/1/15,0.22823305,0.05997841,0.544955,0.0921354,0.0154068,0.00302598,2015,JUN
7/1/15,0.4877685,0.07100713,0.544955,0.0921354,0.0154068,0.00302598,2015,JUL
8/1/15,0.3908662,-0.40785292,0.544955,0.0921354,0.0154068,0.00302598,2015,AUG
9/1/15,0.60014373,-0.9597677,0.544955,0.0921354,0.0154068,0.00302598,2015,SEP
10/1/15,0.79912114,-1.0839218,0.544955,0.0921354,0.0154068,0.00302598,2015,OCT
11/1/15,0.38900217,-1.1382482,0.544955,0.0921354,0.0154068,0.00302598,2015,NOV
1/1/16,0.02268287,-1.1446959,0.450263,0.0479869,0.0265565,0.0138274,2016,JAN
2/1/16,0.36964607,-1.2009913,0.450263,0.0479869,0.0265565,0.0138274,2016,FEB
3/1/16,0.32489982,-1.335702,0.450263,0.0479869,0.0265565,0.0138274,2016,MAR
4/1/16,0.56640166,-1.4349062,0.450263,0.0479869,0.0265565,0.0138274,2016,APR
5/1/16,0.806075,-1.4637583,0.450263,0.0479869,0.0265565,0.0138274,2016,MAY
6/1/16,0.53249604,-0.63282156,0.450263,0.0479869,0.0265565,0.0138274,2016,JUN
7/1/16,0.46370184,-0.62877065,0.450263,0.0479869,0.0265565,0.0138274,2016,JUL
8/1/16,0.29760325,-0.7941863,0.450263,0.0479869,0.0265565,0.0138274,2016,AUG
9/1/16,0.41451037,-0.95858437,0.450263,0.0479869,0.0265565,0.0138274,2016,SEP
10/1/16,0.30989337,-0.35280508,0.450263,0.0479869,0.0265565,0.0138274,2016,OCT
11/1/16,0.5508355,-1.0044814,0.450263,0.0479869,0.0265565,0.0138274,2016,NOV
12/1/16,0.1669789,-0.8905067,0.450263,0.0479869,0.0265565,0.0138274,2016,DEC
1/1/17,-0.08867824,-1.1446959,0.357637,0.0151836,0.0400024,0.00226169,2017,JAN
2/1/17,0.19012384,-1.1922469,0.357637,0.0151836,0.0400024,0.00226169,2017,FEB
3/1/17,0.45952946,-1.335702,0.357637,0.0151836,0.0400024,0.00226169,2017,MAR
4/1/17,0.5598331,-1.3875173,0.357637,0.0151836,0.0400024,0.00226169,2017,APR
5/1/17,0.35043052,-1.579575,0.357637,0.0151836,0.0400024,0.00226169,2017,MAY
6/1/17,0.7058812,-1.207666,0.357637,0.0151836,0.0400024,0.00226169,2017,JUN
7/1/17,0.25764072,-0.360254,0.357637,0.0151836,0.0400024,0.00226169,2017,JUL
8/1/17,0.13148102,0.37451375,0.357637,0.0151836,0.0400024,0.00226169,2017,AUG
9/1/17,0.101832606,-0.33511773,0.357637,0.0151836,0.0400024,0.00226169,2017,SEP
10/1/17,0.25896004,0.19372824,0.357637,0.0151836,0.0400024,0.00226169,2017,OCT
11/1/17,0.14730217,0.35858518,0.357637,0.0151836,0.0400024,0.00226169,2017,NOV
12/1/17,-0.11643778,-0.30527332,0.357637,0.0151836,0.0400024,0.00226169,2017,DEC